Casilla;X;Y;Access Point;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
169;170;30;AP1;-55;-57;-59;-59;-59;-60;-59;-60;-60;-60;-60;-58;-58;-55;-55;-59;-59;-59;-59;-59;-59;-60;-60;-60;-60;-60;-61;-61;-61;-61;-60;-61;-62;-62;-62;-62;-58;-58;-58;-58;-58;-58;-61;-62;-61;-61;-61;-61;-61;-63;-63;-61;-59;-61;-61;-61;-63;-63;-61;-61;-60;-60;-60;-60;-58;-59;-59;-59;-59;-58;-58;-60;-60;-60;-62;-61;-60;-60;-61;-60;-60;-60;-59;-59;-60;-60;-60;-58;-58;-58;-57;-57;-59;-59;-60;-60;-57;-57;-57;-57
169;170;30;AP2;-47;-47;-48;-46;-47;-47;-46;-46;-49;-49;-47;-48;-46;-47;-47;-49;-47;-47;-49;-49;-49;-49;-49;-49;-48;-52;-52;-50;-50;-48;-48;-48;-48;-48;-48;-47;-49;-47;-47;-46;-46;-59;-50;-50;-50;-50;-50;-50;-50;-50;-50;-48;-49;-49;-48;-48;-49;-50;-49;-49;-51;-48;-47;-47;-47;-47;-47;-46;-46;-46;-46;-50;-50;-51;-51;-51;-51;-49;-48;-48;-50;-49;-48;-49;-49;-49;-49;-46;-46;-48;-49;-49;-49;-49;-49;-47;-47;-49;-49;-46
170;190;30;AP0;-60;-60;-60;-60;-58;-58;-62;-64;-62;-62;-61;-61;-61;-61;-61;-58;-58;-59;-59;-59;-59;-59;-59;-59;-56;-58;-58;-58;-59;-59;-59;-58;-58;-58;-57;-58;-58;-58;-58;-60;-57;-57;-61;-57;-57;-59;-57;-57;-57;-57;-57;-59;-59;-59;-59;-59;-59;-59;-59;-60;-62;-62;-62;-59;-59;-59;-59;-58;-59;-59;-59;-59;-61;-61;-61;-61;-61;-61;-60;-58;-61;-61;-61;-61;-59;-59;-59;-59;-60;-61;-61;-61;-60;-60;-60;-60;-60;-60;-60;-59
170;190;30;AP1;-65;-65;-65;-68;-68;-68;-63;-63;-65;-65;-65;-65;-65;-70;-70;-67;-67;-67;-67;-67;-67;-65;-65;-65;-65;-65;-65;-65;-66;-66;-66;-66;-66;-65;-65;-68;-68;-66;-66;-66;-66;-66;-67;-66;-66;-65;-66;-66;-66;-66;-66;-66;-66;-66;-64;-65;-67;-67;-67;-64;-64;-64;-64;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-67;-67;-66;-66;-66;-65;-65;-65;-65;-65;-65;-65;-65;-65;-66;-67;-67;-65;-68;-67;-67;-68;-68;-68;-68;-69
170;190;30;AP2;-43;-42;-43;-43;-42;-42;-42;-45;-44;-44;-44;-44;-45;-45;-41;-41;-41;-2,62;-45;-45;-41;-41;-43;-43;-43;-43;-43;-42;-42;-42;-42;-43;-42;-42;-42;-42;-41;-42;-42;-42;-42;-43;-43;-42;-42;-42;-42;-42;-46;-42;-42;-42;-41;-42;-42;-42;-42;-43;-43;-43;-42;-42;-43;-43;-42;-42;-42;-42;-44;-44;-44;-45;-44;-45;-45;-44;-44;-44;-44;-44;-44;-45;-44;-44;-44;-44;-44;-44;-44;-44;-45;-45;-44;-44;-45;-44;-44;-45;-44;-44
171;210;30;AP0;-58;-58;-58;-58;-59;-59;-58;-58;-59;-53;-53;-53;-58;-58;-58;-59;-58;-58;-58;-58;-58;-58;-58;-58;-58;-58;-58;-59;-57;-57;-57;-58;-57;-58;-58;-58;-58;-58;-58;-58;-57;-58;-58;-57;-57;-57;-57;-58;-58;-58;-58;-58;-58;-58;-58;-58;-59;-57;-57;-57;-58;-57;-57;-57;-57;-57;-57;-57;-57;-57;-59;-59;-61;-61;-61;-61;-60;-59;-59;-57;-57;-57;-55;-58;-58;-57;-57;-57;-57;-57;-55;-55;-56;-56;-56;-56;-56;-59;-59;-59
171;210;30;AP1;-64;-64;-64;-64;-64;-61;-61;-61;-64;-64;-64;-64;-64;-64;-63;-64;-63;-63;-64;-64;-64;-64;-64;-64;-62;-62;-65;-64;-63;-63;-63;-64;-63;-63;-63;-62;-64;-63;-63;-61;-61;-61;-61;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-62;-64;-62;-62;-65;-64;-63;-63;-65;-65;-65;-65;-65;-65;-65;-65;-66;-66;-67;-67;-67;-64;-64;-64;-65;-65;-65;-62;-63;-63;-62;-61;-61;-64;-64;-64;-62;-62;-57;-57;-62
171;210;30;AP2;-44;-44;-44;-44;-44;-43;-43;-44;-44;-43;-43;-44;-44;-43;-43;-44;-44;-44;-44;-45;-45;-45;-45;-44;-44;-45;-44;-44;-44;-43;-44;-44;-43;-43;-44;-44;-44;-44;-42;-42;-44;-44;-44;-44;-44;-44;-47;-43;-43;-45;-45;-44;-44;-41;-43;-43;-43;-44;-43;-44;-43;-43;-44;-44;-43;-43;-44;-57;-57;-43;-43;-47;-46;-45;-45;-45;-45;-45;-43;-43;-43;-43;-43;-43;-44;-44;-43;-43;-42;-43;-43;-44;-44;-41;-42;-42;-43;-43;-42;-42
172;230;30;AP0;-55;-57;-55;-55;-56;-56;-56;-56;-55;-56;-55;-55;-57;-57;-55;-57;-56;-57;-57;-57;-57;-57;-56;-56;-56;-56;-55;-55;-57;-57;-56;-56;-56;-56;-56;-56;-57;-57;-57;-56;-56;-56;-56;-56;-56;-56;-56;-55;-55;-56;-56;-56;-56;-55;-55;-56;-55;-57;-55;-55;-56;-57;-56;-56;-57;-57;-56;-56;-55;-55;-55;-55;-56;-56;-56;-56;-56;-56;-56;-56;-56;-57;-57;-57;-56;-56;-55;-55;-55;-55;-54;-54;-55;-55;-55;-55;-56;-57;-57;-57
172;230;30;AP1;-56;-56;-55;-55;-56;-56;-55;-55;-55;-55;-54;-54;-55;-55;-55;-55;-55;-55;-55;-55;-54;-54;-54;-55;-55;-55;-55;-55;-56;-56;-55;-55;-55;-55;-55;-55;-54;-55;-55;-55;-55;-55;-54;-55;-55;-55;-55;-54;-54;-55;-55;-55;-55;-56;-56;-56;-54;-54;-54;-54;-54;-55;-54;-54;-54;-55;-55;-55;-55;-55;-55;-55;-54;-54;-54;-54;-54;-54;-54;-55;-55;-55;-55;-56;-56;-54;-54;-53;-53;-53;-53;-53;-52;-52;-56;-56;-55;-55;-55;-56
172;230;30;AP2;-53;-52;-52;-52;-53;-54;-53;-53;-53;-53;-53;-53;-53;-52;-52;-53;-52;-52;-53;-53;-53;-53;-53;-53;-53;-53;-53;-54;-54;-53;-54;-54;-51;-52;-52;-50;-51;-50;-51;-50;-50;-50;-52;-52;-51;-51;-48;-48;-50;-50;-52;-52;-52;-51;-51;-51;-52;-52;-51;-51;-51;-51;-51;-51;-52;-52;-52;-52;-54;-53;-53;-51;-52;-52;-52;-52;-52;-52;-52;-53;-69;-69;-69;-51;-51;-52;-52;-50;-50;-49;-49;-49;-50;-53;-53;-53;-53;-52;-53;-53
173;250;30;AP0;-53;-53;-53;-54;-54;-54;-55;-55;-54;-54;-56;-54;-53;-53;-56;-56;-56;-56;-55;-55;-55;-55;-53;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-53;-54;-54;-54;-54;-56;-56;-56;-54;-54;-54;-54;-54;-54;-54;-54;-53;-53;-53;-53;-56;-56;-55;-55;-53;-53;-54;-54;-54;-54;-54;-54;-54;-53;-53;-54;-53;-54;-54;-54;-55;-55;-54;-54;-54;-54;-54;-53;-55;-55;-55;-54;-54;-54;-54;-55;-55;-53;-53;-54;-54;-54;-54;-55;-54;-54;-53
173;250;30;AP1;-62;-64;-64;-64;-64;-64;-65;-65;-64;-65;-63;-64;-64;-64;-64;-64;-66;-66;-63;-63;-61;-61;-64;-63;-63;-63;-64;-64;-64;-66;-66;-71;-63;-63;-63;-63;-70;-70;-65;-65;-65;-63;-65;-65;-65;-65;-65;-65;-65;-64;-64;-64;-67;-67;-67;-66;-66;-65;-65;-65;-65;-65;-66;-65;-64;-64;-64;-64;-65;-65;-65;-65;-65;-64;-64;-63;-63;-63;-65;-63;-63;-63;-63;-63;-63;-63;-64;-63;-64;-64;-64;-64;-64;-65;-65;-64;-64;-64;-64;-64
173;250;30;AP2;-53;-55;-55;-54;-54;-54;-54;-54;-54;-54;-54;-55;-55;-57;-58;-58;-56;-56;-56;-56;-57;-54;-58;-58;-56;-56;-56;-56;-56;-56;-55;-54;-54;-55;-56;-55;-55;-56;-56;-55;-55;-55;-55;-55;-56;-56;-55;-55;-55;-3,44;-55;-55;-59;-59;-59;-59;-56;-56;-55;-55;-56;-56;-56;-55;-55;-55;-55;-54;-56;-55;-56;-56;-55;-55;-55;-56;-56;-55;-57;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-56;-55;-55;-56;-54;-54;-55;-55;-56;-55;-55
174;270;30;AP0;-59;-60;-58;-58;-58;-57;-57;-59;-59;-59;-59;-58;-60;-62;-62;-61;-61;-60;-60;-59;-59;-59;-59;-59;-59;-59;-58;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-62;-62;-59;-60;-59;-59;-59;-59;-59;-59;-59;-59;-59;-60;-60;-61;-61;-59;-59;-59;-59;-60;-59;-58;-61;-60;-60;-60;-63;-63;-60;-60;-60;-61;-60;-59;-61;-61;-59;-59;-61;-61;-61;-61;-59;-61;-61;-60;-60;-60;-59;-62;-62;-62;-63;-63;-63;-63
174;270;30;AP1;-57;-57;-57;-57;-57;-56;-56;-56;-56;-55;-55;-57;-55;-59;-59;-59;-59;-59;-59;-59;-59;-59;-56;-57;-57;-57;-57;-55;-55;-58;-56;-56;-57;-57;-55;-55;-57;-57;-57;-56;-56;-59;-59;-59;-57;-57;-56;-56;-57;-57;-57;-57;-57;-58;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-61;-60;-58;-58;-58;-58;-56;-56;-57;-57;-56;-56;-56;-56;-59;-58;-58;-58;-58;-58;-58;-58;-57;-60;-60;-59;-59;-60;-60;-59
174;270;30;AP2;-57;-58;-60;-60;-59;-59;-59;-59;-58;-58;-57;-58;-56;-56;-57;-57;-57;-57;-57;-57;-59;-59;-57;-57;-57;-57;-58;-58;-58;-58;-58;-60;-59;-59;-58;-57;-56;-57;-57;-58;-58;-62;-60;-60;-60;-59;-59;-57;-57;-57;-57;-58;-59;-59;-59;-59;-59;-59;-58;-58;-58;-60;-58;-58;-59;-59;-57;-59;-59;-58;-58;-60;-60;-58;-58;-58;-58;-58;-58;-59;-59;-59;-59;-60;-60;-60;-58;-59;-59;-59;-59;-58;-58;-60;-60;-64;-62;-61;-61;-61
175;290;30;AP0;-53;-54;-54;-54;-54;-54;-54;-54;-53;-53;-54;-54;-53;-54;-54;-54;-53;-53;-54;-55;-54;-53;-53;-53;-54;-53;-53;-54;-54;-53;-53;-55;-55;-54;-54;-53;-53;-54;-55;-55;-56;-56;-55;-55;-56;-56;-56;-56;-56;-56;-56;-56;-56;-55;-55;-53;-53;-55;-55;-55;-53;-53;-54;-54;-53;-53;-53;-53;-53;-53;-53;-55;-54;-54;-54;-53;-53;-53;-54;-54;-53;-53;-53;-53;-53;-53;-53;-53;-52;-52;-54;-54;-53;-53;-53;-52;-53;-53;-54;-53
175;290;30;AP1;-63;-63;-63;-63;-61;-61;-61;-61;-62;-62;-62;-61;-61;-62;-62;-61;-61;-61;-60;-60;-61;-61;-62;-60;-60;-61;-61;-61;-61;-61;-61;-61;-61;-62;-62;-61;-61;-61;-61;-61;-64;-64;-63;-63;-64;-64;-64;-64;-62;-62;-63;-63;-62;-61;-61;-61;-60;-57;-57;-57;-60;-60;-60;-60;-60;-60;-60;-60;-60;-62;-60;-60;-62;-62;-62;-61;-61;-61;-61;-61;-62;-62;-62;-62;-61;-62;-60;-60;-61;-61;-61;-61;-61;-60;-61;-61;-61;-61;-61;-61
175;290;30;AP2;-71;-71;-71;-71;-72;-74;-74;-72;-72;-73;-74;-75;-75;-75;-75;-74;-74;-74;-74;-74;-74;-74;-71;-71;-71;-71;-71;-70;-70;-70;-70;-69;-71;-71;-71;-69;-72;-72;-72;-72;-71;-71;-71;-71;-73;-73;-73;-76;-76;-76;-76;-72;-76;-76;-76;-76;-73;-73;-72;-72;-72;-68;-72;-73;-73;-73;-73;-74;-71;-74;-74;-74;-74;-73;-73;-74;-74;-74;-73;-72;-72;-73;-73;-73;-72;-73;-73;-73;-71;-72;-72;-71;-71;-73;-73;-71;-71;-71;-71;-72
176;310;30;AP0;-58;-58;-58;-57;-57;-57;-57;-57;-58;-58;-61;-58;-58;-58;-58;-58;-57;-57;-58;-58;-59;-57;-57;-57;-59;-59;-59;-59;-59;-59;-60;-60;-59;-59;-58;-58;-58;-60;-60;-59;-59;-59;-59;-59;-58;-58;-58;-58;-58;-58;-59;-58;-58;-58;-58;-59;-58;-58;-59;-60;-60;-59;-59;-59;-59;-59;-60;-60;-60;-59;-59;-59;-59;-59;-59;-59;-59;-58;-58;-58;-59;-59;-59;-59;-59;-63;-63;-61;-61;-61;-61;-62;-62;-62;-62;-58;-58;-60;-60;-60
176;310;30;AP1;-60;-60;-60;-58;-58;-58;-57;-57;-59;-60;-60;-60;-60;-58;-58;-58;-58;-58;-58;-58;-60;-58;-57;-57;-58;-59;-58;-58;-58;-58;-57;-62;-60;-60;-61;-61;-58;-59;-58;-58;-58;-58;-58;-58;-58;-60;-57;-57;-58;-58;-57;-57;-57;-57;-57;-59;-59;-59;-58;-57;-58;-59;-59;-58;-58;-57;-58;-58;-58;-58;-58;-58;-58;-58;-58;-59;-58;-58;-58;-58;-58;-56;-56;-56;-57;-61;-61;-61;-61;-62;-61;-60;-60;-61;-58;-58;-58;-59;-59;-59
176;310;30;AP2;-60;-60;-61;-61;-62;-64;-64;-61;-61;-64;-64;-64;-64;-63;-63;-63;-63;-63;-63;-62;-62;-65;-65;-63;-62;-63;-63;-63;-64;-63;-63;-67;-67;-67;-63;-64;-64;-65;-65;-65;-65;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-63;-63;-64;-64;-64;-64;-64;-65;-63;-61;-61;-61;-64;-64;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-63;-63;-62;-62;-65;-65;-64;-64;-64;-64;-67;-67;-68;-68;-66;-65;-63;-63;-63;-63;-65;-64
177;330;30;AP0;-68;-68;-68;-68;-70;-67;-67;-67;-69;-69;-69;-68;-68;-68;-68;-68;-68;-68;-68;-68;-69;-66;-66;-67;-67;-68;-71;-69;-69;-69;-70;-70;-70;-70;-70;-70;-70;-69;-69;-69;-69;-70;-70;-70;-70;-70;-70;-70;-70;-70;-70;-67;-67;-67;-67;-67;-67;-68;-68;-68;-66;-65;-65;-68;-68;-69;-69;-69;-67;-68;-68;-67;-70;-71;-71;-69;-69;-69;-69;-71;-71;-68;-68;-69;-69;-68;-68;-64;-64;-66;-66;-66;-66;-67;-67;-67;-69;-69;-68;-68
177;330;30;AP1;-67;-67;-68;-68;-68;-69;-69;-71;-71;-67;-67;-69;-69;-69;-69;-68;-67;-71;-71;-68;-71;-71;-71;-71;-71;-70;-70;-70;-70;-70;-70;-65;-66;-66;-66;-70;-70;-70;-70;-66;-67;-67;-67;-67;-67;-69;-65;-65;-65;-65;-65;-66;-66;-66;-66;-66;-66;-64;-64;-65;-65;-67;-67;-65;-65;-68;-69;-68;-70;-70;-70;-69;-69;-69;-69;-69;-69;-69;-69;-70;-69;-69;-69;-67;-67;-66;-64;-66;-66;-67;-67;-67;-66;-65;-65;-65;-65;-65;-65;-65
177;330;30;AP2;-58;-60;-60;-60;-58;-58;-58;-58;-59;-59;-59;-60;-59;-59;-59;-59;-60;-60;-58;-58;-59;-59;-60;-60;-59;-59;-59;-58;-59;-59;-59;-59;-59;-59;-60;-60;-59;-59;-59;-59;-58;-58;-58;-59;-59;-59;-57;-57;-57;-57;-56;-56;-56;-57;-56;-56;-57;-56;-56;-56;-57;-57;-58;-57;-61;-61;-61;-61;-60;-60;-60;-61;-61;-61;-61;-60;-60;-60;-60;-60;-61;-61;-56;-57;-58;-58;-57;-57;-57;-57;-57;-57;-57;-57;-58;-58;-57;-56;-58;-61
178;350;30;AP0;-57;-58;-56;-56;-57;-56;-57;-57;-57;-57;-58;-58;-58;-58;-59;-59;-59;-59;-56;-59;-59;-59;-60;-59;-59;-60;-60;-61;-61;-60;-60;-60;-60;-60;-60;-60;-60;-60;-62;-61;-58;-57;-57;-57;-57;-56;-59;-58;-57;-57;-57;-57;-57;-55;-55;-55;-56;-56;-56;-56;-57;-57;-56;-56;-56;-56;-56;-56;-56;-56;-56;-57;-57;-60;-57;-59;-57;-57;-57;-57;-58;-58;-58;-57;-56;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-58;-57;-57;-58;-58
178;350;30;AP1;-64;-64;-64;-64;-64;-62;-64;-64;-64;-64;-64;-64;-66;-67;-65;-65;-67;-67;-67;-67;-67;-69;-67;-67;-67;-67;-67;-66;-67;-67;-67;-66;-68;-66;-66;-66;-67;-67;-65;-67;-66;-66;-66;-64;-64;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-64;-64;-63;-64;-64;-64;-64;-63;-65;-65;-66;-66;-64;-64;-65;-65;-64;-65;-68;-65;-65;-64;-64;-65;-65;-65;-65;-66;-65;-66;-65;-65;-65;-65;-64;-64;-65;-65;-65;-65;-65;-65;-65;-65;-65
178;350;30;AP2;-58;-59;-60;-61;-61;-60;-60;-59;-61;-61;-59;-59;-59;-63;-63;-63;-62;-62;-63;-63;-62;-63;-63;-63;-62;-60;-61;-61;-61;-61;-63;-63;-62;-62;-62;-62;-63;-63;-63;-63;-61;-59;-59;-59;-59;-59;-58;-60;-60;-59;-60;-58;-58;-58;-58;-59;-59;-58;-58;-58;-58;-59;-59;-59;-59;-59;-59;-59;-59;-59;-60;-60;-61;-61;-61;-61;-60;-59;-59;-61;-61;-60;-62;-62;-60;-61;-60;-59;-59;-58;-60;-60;-59;-59;-59;-59;-60;-61;-61;-61
179;370;30;AP0;-57;-55;-55;-55;-56;-56;-55;-55;-56;-55;-57;-59;-59;-57;-57;-59;-58;-57;-57;-57;-56;-54;-56;-56;-56;-57;-55;-55;-55;-57;-56;-56;-56;-56;-55;-57;-57;-57;-57;-59;-59;-57;-57;-57;-57;-59;-59;-58;-58;-59;-59;-58;-58;-58;-58;-58;-59;-58;-58;-57;-58;-58;-57;-58;-58;-57;-57;-58;-58;-58;-58;-58;-57;-58;-59;-59;-58;-58;-58;-58;-58;-58;-56;-56;-56;-56;-55;-55;-55;-55;-57;-56;-55;-55;-57;-56;-56;-55;-55;-55
179;370;30;AP1;-54;-54;-55;-55;-54;-54;-54;-54;-54;-54;-57;-57;-57;-56;-56;-56;-57;-56;-56;-56;-53;-54;-54;-54;-54;-53;-53;-53;-54;-53;-53;-54;-54;-53;-53;-55;-55;-55;-56;-58;-58;-56;-56;-56;-56;-56;-56;-56;-56;-57;-57;-56;-56;-56;-56;-55;-56;-56;-56;-56;-57;-57;-57;-57;-56;-56;-56;-56;-56;-56;-56;-56;-57;-56;-57;-57;-57;-57;-57;-57;-57;-57;-55;-55;-57;-54;-56;-56;-54;-54;-54;-54;-55;-55;-54;-55;-55;-54;-54;-57
179;370;30;AP2;-55;-56;-55;-57;-57;-57;-57;-56;-55;-55;-55;-59;-59;-59;-60;-60;-58;-58;-58;-56;-56;-56;-57;-56;-55;-55;-55;-55;-57;-56;-56;-56;-58;-58;-57;-57;-58;-60;-59;-59;-58;-58;-59;-59;-59;-59;-59;-58;-58;-58;-58;-58;-58;-58;-59;-59;-59;-59;-59;-59;-59;-58;-58;-58;-58;-59;-58;-58;-58;-58;-59;-57;-58;-58;-59;-59;-58;-58;-57;-57;-57;-56;-56;-57;-57;-55;-55;-55;-57;-57;-57;-55;-55;-56;-56;-57;-57;-57;-57;-57
180;390;30;AP0;-61;-61;-64;-64;-64;-64;-64;-65;-64;-64;-64;-64;-64;-64;-64;-64;-65;-61;-65;-65;-65;-66;-66;-66;-67;-65;-55;-55;-55;-68;-68;-68;-66;-66;-63;-65;-65;-65;-67;-67;-67;-67;-67;-65;-68;-68;-68;-68;-68;-67;-67;-67;-66;-66;-65;-64;-64;-66;-67;-66;-66;-66;-66;-65;-65;-68;-68;-68;-68;-66;-66;-64;-66;-66;-66;-65;-65;-66;-66;-66;-66;-65;-65;-65;-63;-65;-63;-63;-63;-63;-63;-63;-63;-62;-63;-63;-63;-63;-63;-64
180;390;30;AP1;-65;-62;-62;-62;-63;-63;-63;-63;-62;-62;-62;-62;-62;-62;-61;-61;-65;-63;-63;-63;-63;-63;-63;-63;-63;-63;-65;-65;-64;-65;-65;-66;-64;-64;-65;-65;-65;-65;-66;-66;-67;-66;-66;-66;-66;-66;-66;-65;-66;-59;-59;-59;-64;-65;-65;-64;-65;-66;-64;-63;-63;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-66;-66;-66;-66;-65;-65;-66;-66;-65;-66;-66;-66;-66;-66;-63;-63;-63;-63;-63;-62;-62;-63;-62;-62;-62;-61;-61;-61;-61
180;390;30;AP2;-57;-58;-58;-58;-52;-56;-56;-56;-56;-59;-59;-57;-57;-57;-56;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-60;-60;-60;-60;-60;-60;-59;-59;-59;-60;-60;-60;-60;-60;-60;-60;-61;-61;-59;-60;-59;-59;-59;-59;-59;-58;-58;-59;-61;-59;-59;-59;-59;-59;-60;-60;-61;-60;-59;-59;-59;-60;-60;-60;-60;-60;-60;-60;-60;-60;-60;-59;-59;-59;-59;-57;-56;-57;-58;-58;-58;-58;-57;-57;-57;-57;-57;-57;-58;-58;-58;-58;-57
181;10;10;AP0;-59;-59;-61;-60;-60;-58;-58;-58;-59;-59;-58;-58;-59;-59;-59;-59;-58;-58;-60;-59;-60;-59;-59;-61;-61;-61;-62;-62;-62;-61;-61;-58;-58;-60;-60;-60;-59;-59;-59;-59;-59;-59;-59;-59;-58;-57;-58;-58;-58;-58;-58;-58;-58;-58;-58;-58;-56;-59;-58;-58;-57;-58;-58;-58;-58;-58;-58;-58;-59;-57;-57;-57;-57;-58;-59;-59;-60;-58;-58;-58;-58;-58;-58;-59;-58;-58;-58;-58;-58;-58;-58;-58;-57;-57;-57;-57;-57;-58;-58;-58
181;10;10;AP1;-59;-58;-61;-60;-60;-59;-63;-63;-58;-61;-59;-59;-57;-57;-60;-60;-58;-58;-60;-59;-58;-58;-58;-60;-60;-59;-59;-59;-59;-59;-59;-58;-58;-57;-57;-58;-58;-58;-58;-59;-58;-58;-58;-58;-58;-58;-58;-59;-59;-58;-59;-59;-58;-58;-58;-59;-58;-57;-57;-57;-59;-59;-57;-57;-57;-57;-59;-71;-60;-60;-60;-60;-58;-59;-59;-58;-58;-58;-58;-58;-59;-59;-59;-58;-58;-58;-58;-58;-57;-57;-59;-59;-59;-59;-58;-58;-58;-59;-59;-59
181;10;10;AP2;-64;-64;-64;-64;-66;-64;-65;-65;-64;-64;-64;-64;-64;-66;-66;-66;-65;-62;-63;-65;-65;-64;-64;-64;-64;-65;-65;-66;-66;-66;-66;-66;-64;-64;-64;-64;-66;-66;-66;-67;-67;-66;-66;-66;-68;-66;-66;-66;-66;-66;-66;-66;-65;-66;-66;-66;-64;-64;-64;-66;-66;-66;-66;-65;-68;-65;-65;-65;-65;-66;-64;-66;-66;-65;-64;-63;-63;-62;-62;-66;-66;-65;-65;-65;-65;-65;-64;-64;-65;-66;-66;-63;-65;-67;-67;-67;-65;-65;-65;-67
182;30;10;AP0;-55;-56;-54;-54;-54;-54;-54;-54;-55;-54;-54;-54;-54;-55;-54;-54;-55;-55;-55;-55;-55;-55;-55;-54;-54;-53;-53;-55;-55;-55;-55;-53;3,40282E+38;-54;-54;-53;-54;-54;-55;-53;-54;-54;-54;-54;-54;-54;-54;-54;-54;-57;-57;-55;-55;-54;-55;-54;-54;-54;-55;-55;-55;-54;-53;-53;-54;-54;-55;-55;-56;-56;-56;-55;-55;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-55;-55;-54;-54;-54;-54;-54;-55;-55;-55;-54;-54;-54;-53;-54
182;30;10;AP1;-62;-61;-61;-61;-61;-61;-62;-62;-60;-56;-60;-60;-60;-60;-60;-60;-60;-60;-59;-59;-59;-59;-59;-60;-60;-60;-60;-60;-60;-59;-59;-59;3,39615E+38;-60;-60;-61;-62;-62;-62;-62;-61;-60;-60;-60;-60;-60;-62;-60;-60;-63;-63;-61;-61;-61;-61;-61;-61;-61;-61;-61;-61;-61;-58;-58;-59;-59;-61;-61;-61;-61;-61;-61;-60;-60;-60;-60;-60;-60;-60;-60;-60;-60;-60;-63;-60;-60;-60;-60;-61;-61;-61;-61;-61;-63;-63;-61;-61;-61;-61;-61
182;30;10;AP2;-64;-62;-62;-63;-64;-64;-66;-65;-65;-61;-61;-60;-60;-60;-60;-60;-63;-63;-63;-64;-64;-64;-64;-64;-64;-64;-64;-63;-63;-62;-61;-61;-1,5;-59;-62;-61;-62;-63;-63;-61;-61;-61;-61;-61;-64;-64;-64;-64;-64;-64;-66;-62;-65;-65;-65;-65;-64;-63;-63;-63;-63;-64;-64;-64;-64;-64;-63;-62;-62;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-62;-62;-62;-63;-63;-61;-61;-63;-62;-63;-63;-63;-63;-61;-63;-63;-63;-63;-64;-62;-62
183;50;10;AP0;-73;-73;-73;-74;-74;-74;-74;-75;-75;-75;-72;-72;-72;-78;-75;-75;-75;-75;-75;-75;-74;-74;-74;-74;-74;-74;-73;-73;-73;-73;-73;-77;-73;-72;-72;-72;-72;-72;-72;-74;-74;-75;-75;-74;-74;-74;-74;-74;-74;-73;-73;-73;-73;-72;-72;-72;-72;-72;-72;-71;-71;-71;-71;-71;-71;-74;-74;-74;-74;-76;-76;-76;-76;-75;-75;-75;-75;-73;-73;-76;-76;-76;-76;-75;-75;-75;-77;-77;-77;-77;-77;-77;-75;-75;-77;-76;-76;-76;-76;-76
183;50;10;AP1;-59;-59;-61;-61;-58;-58;-61;-60;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-61;-60;-60;-57;-58;-59;-59;-58;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-56;-56;-58;-58;-56;-57;-57;-57;-56;-56;-57;-57;-57;-57;-73;-58;-57;-57;-56;-56;-59;-59;-58;-58;-58;-59;-59;-59;-59;-59;-60;-61;-59;-59;-59;-59;-59;-58;-59;-58;-58;-58;-58;-59;-59;-58;-58;-59;-59;-58;-58;-58;-58;-58;-58
183;50;10;AP2;-66;-59;-59;-66;-66;-65;-65;-65;-65;-64;-65;-64;-64;-65;-65;-64;-64;-64;-64;-67;-67;-66;-66;-65;-65;-66;-66;-66;-66;-67;-65;-65;-65;-66;-63;-63;-66;-66;-67;-67;-66;-66;-65;-65;-65;-65;-64;-64;-64;-64;-63;-63;-62;-63;-63;-63;-64;-64;-63;-62;-62;-62;-61;-63;-63;-64;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-66;-66;-66;-65;-64;-64;-64;-64;-63;-64;-64;-66;-66;-66;-66;-65;-64;-65
