Casilla;X;Y;Access Point;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
154;270;50;AP2;-58;-58;-58;-58;-57;-57;-56;-56;-59;-59;-57;-57;-57;-57;-56;-57;-57;-57;-57;-59;-57;-57;-58;-57;-58;-58;-58;-58;-57;-57;-57;-57;-56;-57;-57;-57;-57;-56;-56;-58;-58;-56;-56;-56;-56;-56;-57;-60;-60;-60;-57;-57;-57;-57;-58;-58;-57;-57;-60;-60;-60;-57;-59;-59;-60;-60;-58;-58;-56;-56;-56;-56;-59;-59;-56;-56;-56;-3,56;-59;-59;-59;-57;-57;-57;-57;-58;-58;-60;-60;-57;-57;-59;-59;-58;-58;-58;-60;-60;-59;-59
155;290;50;AP0;-58;-57;-57;-58;-58;-58;-58;-58;-57;-57;-58;-59;-59;-58;-58;-58;-58;-58;-59;-59;-59;-59;-58;-58;-58;-58;-60;-58;-58;-58;-59;-59;-59;-59;-57;-57;-60;-60;-60;-60;-55;-55;-57;-57;-58;-58;-58;-58;-58;-58;-57;-58;-58;-58;-58;-58;-58;-58;-58;-57;-57;-60;-60;-61;-60;-61;-61;-60;-60;-60;-60;-60;-61;-60;-60;-60;-60;-60;-60;-60;-62;-62;-62;-59;-58;-58;-58;-58;-71;-58;-58;-58;-60;-57;-57;-57;-57;-57;-59;-59
155;290;50;AP1;-59;-59;-59;-59;-59;-59;-60;-59;-59;-59;-60;-59;-59;-59;-59;-58;-58;-59;-59;-59;-59;-60;-60;-60;-60;-60;-59;-59;-59;-59;-59;-59;-60;-60;-58;-58;-59;-60;-60;-60;-59;-59;-59;-59;-59;-59;-59;-59;-59;-60;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-62;-62;-62;-62;-61;-61;-61;-61;-62;-62;-62;-61;-62;-62;-61;-61;-60;-60;-61;-61;-61;-62;-62;-59;-59;-59;-59;-58;-60;-60;-60;-60;-58;-58;-58;-58;-58;-59;-59
155;290;50;AP2;-59;-59;-61;-62;-60;-60;-60;-62;-60;-60;-61;-61;-61;-61;-60;-59;-59;-60;-60;-60;-60;-62;-62;-62;-62;-61;-61;-61;-61;-61;-61;-61;-61;-61;-61;-60;-60;-61;-61;-60;-60;-60;-60;-60;-3,75;-61;-61;-61;-60;-60;-60;-62;-60;-62;-62;-62;-62;-62;-61;-61;-61;-64;-67;-67;-63;-63;-63;-63;-64;-64;-64;-64;-64;-64;-62;-63;-63;-63;-63;-63;-63;-63;-64;-64;-64;-62;-61;-61;-61;-61;-61;-61;-60;-60;-60;-60;-61;-60;-60;-60
156;310;50;AP0;-54;-54;-54;-54;-54;-54;-54;-55;-54;-54;-54;-54;-54;-56;-56;-54;-54;-54;-55;-55;-55;-53;-53;-55;-55;-54;-54;-54;-55;-55;-55;-54;-55;-55;-54;-54;-55;-55;-57;-57;-56;-56;-56;-54;-54;-54;-53;-53;-56;-56;-56;-56;-54;-54;-54;-54;-54;-54;-55;-55;-55;-54;-54;-55;-55;-55;-55;-54;-54;-54;-54;-55;-55;-55;-55;-54;-54;-54;-54;-54;-54;-54;-54;-54;-55;-54;-53;-54;-54;-54;-54;-54;-54;-54;-54;-55;-55;-55;-55;-55
156;310;50;AP1;-60;-60;-59;-57;-57;-58;-58;-57;-59;-59;-60;-60;-60;-59;-59;-59;-59;-59;-60;-59;-59;-59;-60;-58;-58;-59;-59;-59;-60;-60;-58;-58;-58;-58;-57;-57;-59;-59;-59;-59;-58;-58;-59;-59;-60;-60;-58;-58;-58;-58;-60;-60;-58;-58;-58;-58;-59;-59;-59;-59;-59;-58;-58;-58;-58;-58;-58;-58;-58;-59;-59;-62;-62;-59;-58;-58;-58;-57;-57;-60;-59;-59;-59;-59;-59;-58;-58;-58;-58;-58;-59;-61;-61;-61;-58;-58;-58;-58;-58;-59
156;310;50;AP2;-68;-66;-67;-67;-67;-67;-68;-68;-68;-68;-70;-69;-69;-68;-68;-71;-71;-71;-71;-71;-69;-16,5;-67;-67;-67;-68;-68;-68;-68;-66;-68;-68;-68;-68;-68;-68;-68;-68;-68;-68;-68;-68;-68;-67;-67;-67;-67;-67;-67;-67;-67;-60;-60;-67;-67;-70;-67;-66;-66;-67;-67;-67;-67;-68;-66;-66;-68;-68;-68;-68;-68;-68;-66;-66;-66;-68;-67;-68;-69;-69;-69;-68;-69;-69;-69;-69;-69;-69;-69;-69;-70;-70;-70;-70;-70;-70;-66;-68;-68;-68
157;330;50;AP0;-57;-56;-56;-56;-56;-56;-56;-56;-56;-55;-55;-55;-57;-57;-58;-58;-58;-56;-56;-56;-56;-55;-55;-56;-55;-55;-55;-54;-56;-59;-59;-58;-58;-57;-57;-57;-57;-59;-59;-59;-59;-59;-58;-57;-57;-57;-57;-57;-57;-57;-56;-56;-56;-58;-57;-58;-57;-57;-57;-59;-59;-57;-56;-56;-60;-60;-60;-57;-57;-57;-56;-57;-57;-57;-57;-58;-61;-60;-60;-59;-59;-59;-57;-57;-57;-57;-56;-57;-57;-57;-57;-57;-56;-56;-59;-56;-57;-57;-60;-61
157;330;50;AP1;-56;-56;-56;-56;-57;-57;-57;-56;-56;-56;-56;-56;-60;-60;-59;-59;-59;-59;-56;-56;-56;-56;-55;-55;-55;-55;-55;-55;-55;-58;-58;-58;-58;-56;-56;-57;-57;-57;-57;-57;-57;-57;-56;-55;-55;-55;-56;-56;-57;-56;-56;-56;-57;-57;-56;-57;-56;-56;-58;-56;-56;-56;-57;-57;-58;-60;-60;-60;-57;-57;-57;-57;-57;-57;-59;-60;-60;-60;-58;-60;-59;-59;-57;-57;-57;-58;-57;-55;-55;-55;-55;-59;-59;-59;-57;-56;-56;-56;-59;-60
157;330;50;AP2;-61;-64;-63;-63;-64;-63;-63;-63;-64;-64;-64;-65;-65;-65;-64;-64;-64;-64;-64;-64;-64;-64;-62;-62;-62;-62;-57;-57;-63;-65;-64;-64;-62;-62;-62;-15,5;-62;-65;-65;-62;-62;-62;-63;-63;-63;-63;-63;-63;-63;-63;-62;-61;-62;-63;-63;-62;-62;-62;-63;-63;-63;-61;-61;-65;-65;-65;-65;-63;-63;-65;-65;-65;-65;-65;-66;-66;-66;-66;-68;-68;-68;-68;-64;-64;-65;-65;-65;-65;-67;-58;-3,62;-65;-65;-62;-62;-63;-63;-62;-62;-67
158;350;50;AP0;-59;-59;-60;-59;-56;-57;-56;-56;-58;-57;-59;-59;-59;-58;-58;-58;-57;-57;-57;-57;-56;-58;-58;-57;-56;-70;-70;-58;-56;-57;-57;-58;-57;-57;-57;-57;-57;-57;-57;-57;-57;-58;-56;-56;-56;-56;-56;-56;-56;-57;-57;-56;-56;-57;-57;-57;-57;-57;-57;-56;-57;-57;-57;-57;-60;-60;-60;-60;-60;-60;-60;-60;-58;-56;-56;-56;-55;-55;-57;-55;-57;-57;-60;-60;-57;-57;-56;-56;-56;-59;-59;-59;-57;-57;-56;-56;-57;-57;-58;-59
158;350;50;AP1;-62;-62;-61;-61;-60;-60;-59;-59;-59;-60;-61;-61;-62;-62;-59;-59;-60;-60;-59;-59;-59;-59;-60;-59;-60;-59;-59;-60;-60;-61;-61;-60;-60;-60;-59;-59;-59;-60;-60;-60;-61;-62;-59;-59;-59;-60;-60;-60;-60;-59;-59;-58;-58;-60;-60;-60;-60;-60;-60;-60;-60;-61;-61;-63;-61;-61;-64;-62;-62;-62;-61;-61;-61;-59;-60;-60;-59;-61;-59;-60;-58;-58;-61;-61;-58;-60;-60;-59;-59;-61;-61;-61;-63;-59;-59;-59;-59;-59;-59;-62
158;350;50;AP2;-68;-68;-68;-69;-69;-67;-65;-65;-65;-66;-66;-66;-69;-68;-68;-67;-63;-64;-64;-64;-64;-64;-66;-66;-66;-66;-66;-66;-66;-66;-66;-67;-64;-69;-69;-69;-69;-67;-66;-64;-66;-68;-68;-64;-64;-64;-68;-68;-68;-66;-67;-67;-67;-67;-66;-66;-64;-67;-67;-67;-67;-68;-68;-68;-70;-68;-70;-70;-70;-68;-68;-67;-67;-65;-65;-67;-66;-66;-66;-65;-65;-67;-66;-66;-66;-66;-67;-68;-68;-68;-68;-68;-66;-67;-70;-70;-66;-66;-66;-69
159;370;50;AP0;-53;-53;-54;-54;-54;-55;-53;-53;-53;-53;-53;-54;-54;-54;-54;-54;-53;-53;-54;-54;-53;-53;-53;-53;-54;-54;-53;-53;-55;-53;-53;-55;-53;-55;-55;-54;-54;-54;-54;-55;-54;-54;-53;-56;-56;-57;-57;-56;-56;-53;-54;-54;-53;-53;-53;-53;-52;-52;-54;-52;-52;-52;-53;-52;-52;-52;-52;-53;-53;-53;-54;-54;-53;-53;-53;-53;-53;-52;-52;-53;-53;-52;-52;-53;-53;-53;-53;-53;-54;-52;-52;-52;-52;-52;-55;-55;-55;-55;-55;-55
159;370;50;AP1;-59;-58;-58;-58;-56;-58;-58;-58;-58;-58;-58;-58;-58;-58;-59;-59;-59;-60;-57;-57;-57;-57;-57;-57;-57;-57;-59;-59;-58;-58;-58;-59;-58;-58;-58;-57;-57;-57;-57;-58;-58;-58;-58;-60;-60;-60;-60;-61;-61;-61;-61;-61;-57;-56;-56;-56;-56;-58;-54;-57;-57;-57;-57;-58;-55;-55;-57;-57;-56;-56;-57;-57;-56;-56;-58;-57;-57;-56;-58;-57;-57;-57;-57;-56;-56;-56;-56;-56;-56;-58;-58;-57;-56;-56;-55;-55;-60;-60;-57;-57
159;370;50;AP2;-68;-67;-67;-67;-68;-69;-68;-63;-63;-63;-65;-65;-65;-63;-65;-66;-66;-66;-66;-68;-68;-67;-67;-69;-69;-66;-66;-66;-66;-67;-65;-66;-66;-66;-66;-67;-67;-68;-68;-68;-66;-68;-68;-68;-69;-69;-69;-69;-66;-66;-66;-66;-64;-64;-64;-62;-65;-66;-66;-66;-66;-66;-66;-66;-66;-64;-64;-64;-64;-65;-65;-64;-64;-64;-66;-66;-63;-64;-65;-65;-65;-64;-65;-65;-66;-66;-66;-66;-65;-65;-66;-256;-65;-65;-69;-69;-69;-68;-68;-66
160;390;50;AP0;-63;-63;-62;-62;-62;-61;-61;-61;-61;-62;-63;-63;-63;-63;-63;-62;-62;-61;-61;-62;-62;-62;-62;-63;-61;-63;-63;-61;-63;-65;-65;-65;-64;-62;-62;-62;-64;-63;-64;-64;-64;-62;-63;-63;-63;-63;-63;-63;-61;-61;-62;-62;-62;-62;-63;-65;-65;-65;-63;-63;-61;-61;-61;-61;-61;-62;-62;-63;-63;-63;-63;-63;-62;-62;-62;-60;-60;-60;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-64;-64;-64;-62;-62;-62;-62;-63;-63;-63;-63;-64
160;390;50;AP1;-58;-58;-57;-57;-57;-57;-57;-57;-57;-56;-59;-59;-59;-57;-58;-57;-57;-57;-57;-57;-57;-56;-56;-57;-58;-57;-57;-59;-59;-59;-59;-59;-60;-57;-57;-58;-59;-58;-58;-58;-57;-57;-57;-57;-57;-57;-58;-58;-58;-58;-58;-58;-57;-57;-57;-58;-58;-58;-57;-58;-59;-59;-57;-57;-59;-59;-59;-58;-58;-59;-59;-59;-58;-58;-58;-58;-58;-58;-60;-60;-59;-59;-59;-60;-59;-59;-59;-59;-57;-57;-58;-58;-58;-58;-58;-58;-58;-58;-59;-58
160;390;50;AP2;-220;-55;-55;-53;-53;-54;-56;-56;-55;-55;-55;-55;-55;-55;-55;-56;-54;-55;-54;-54;-54;-55;-55;-55;-57;-57;-57;-57;-58;-58;-56;-56;-55;-55;-57;-55;-55;-55;-56;-55;-55;-55;-220;-55;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-56;-55;-55;-56;-56;-55;-55;-55;-53;-53;-56;-55;-55;-55;-54;-54;-55;-55;-55;-55;-55;-56;-56;-56;-56;-58;-58;-57;-59;-55;-55;-56;-56;-55;-55;-56;-56;-56;-56;-56;-57;-57;-56;-56;-56;-56
161;10;30;AP0;-65;-65;-66;-67;-66;-66;-69;-67;-70;-69;-69;-69;-66;-65;-65;-64;-64;-65;-65;-65;-65;-65;-65;-65;-64;-65;-62;-62;-62;-69;-64;-64;-64;-67;-67;-67;-67;-64;-64;-65;-65;-65;-68;-68;-67;-67;-64;-64;-67;-67;-65;-65;-65;-65;-65;-65;-65;-65;-65;-68;-68;-67;-68;-67;-67;-67;-66;-66;-66;-66;-66;-66;-66;-66;-66;-65;-65;-66;-65;-65;-63;-66;-63;-63;-69;-69;-69;-70;-67;-67;-66;-66;-67;-67;-69;-69;-69;-69;-66;-66
161;10;30;AP1;-58;-58;-58;-58;-58;-58;-59;-60;-60;-60;-70;-70;-59;-58;-58;-59;-59;-59;-59;-60;-60;-60;-60;-60;-60;-59;-59;-59;-59;-61;-60;-60;-60;-63;-63;-63;-63;-59;-59;-59;-58;-58;-58;-63;-62;-62;-62;-62;-60;-61;-58;-59;-59;-61;-60;-57;-61;-61;-61;-62;-62;-63;-63;-62;-62;-60;-59;-58;-58;-60;-61;-60;-60;-60;-60;-62;-59;-59;-59;-59;-62;-59;-59;-59;-62;-62;-63;-64;-64;-63;-63;-62;-62;-62;-63;-63;-60;-60;-59;-61
161;10;30;AP2;-61;-60;-60;-61;-61;-61;-61;-61;-61;-61;-59;-62;-62;-62;-60;-61;-60;-60;-60;-62;-63;-63;-62;-62;-60;-60;-63;-61;-64;-64;-63;-63;-75;-75;-64;-64;-66;-64;-61;-61;-63;-60;-60;-64;-64;-64;-61;-61;-61;-61;-61;-61;-61;-62;-61;-61;-61;-61;-64;-63;-64;-64;-64;-64;-64;-64;-62;-62;-62;-62;-60;-60;-60;-61;-61;-61;-61;-61;-59;-61;-61;-61;-61;-62;-64;-65;-65;-65;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-60;-61
162;30;30;AP0;-50;-52;-52;-52;-49;-51;-51;-51;-51;-51;-51;-50;-50;-50;-52;-50;-50;-50;-51;-51;-49;-49;-50;-51;-51;-51;-51;-50;-50;-50;-50;-50;-49;-49;-50;-52;-52;-50;-50;-50;-50;-50;-50;-51;-52;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-51;-51;-51;-51;-51;-51;-49;-50;-51;-51;-51;-50;-50;-50;-50;-50;-50;-49;-49;-50;-50;-52;-52;-52;-52;-51;-51;-50;-53;-50;-50;-51;-51;-51;-50;-49;-49;-50;-50;-49;-50;-50;-52;-50
162;30;30;AP1;-55;-55;-54;-54;-54;-54;-54;-54;-55;-54;-54;-53;-53;-53;-54;-54;-54;-54;-54;-85;-55;-55;-55;-55;-55;-55;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-55;-54;-54;-54;-54;-56;-57;-57;-57;-58;-58;-58;-58;-58;-58;-57;-58;-55;-56;-56;-56;-56;-55;-55;-56;-56;-56;-56;-56;-56;-56;-55;-55;-55;-55;-55;-55;-55;-55;-54;-54;-55;-55;-55;-55;-54;-56;-55;-55;-54;-54;-54;-54;-55;-55;-55;-55;-54;-54;-54;-53;-54
162;30;30;AP2;-68;-65;-67;-68;-68;-68;-69;-64;-67;-67;-71;-71;-69;-69;-68;-68;-72;-72;-72;-69;-69;-69;-67;-68;-68;-68;-69;-69;-69;-68;-68;-71;-71;-71;-71;-71;-70;-71;-71;-70;-72;-70;-70;-70;-70;-70;-75;-75;-74;-74;-74;-74;-72;-75;-72;-72;-72;-69;-72;-72;-71;-71;-71;-71;-72;-72;-72;-69;-71;-71;-69;-69;-66;-67;-70;-70;-70;-70;-68;-68;-68;-66;-67;-67;-67;-67;-75;-67;-67;-67;-66;-66;-67;-67;-67;-67;-67;-67;-67;-66
163;50;30;AP0;-62;-62;-62;-62;-62;-62;-62;-63;-63;-62;-62;-62;-62;-62;-62;-63;-63;-63;-65;-65;-65;-65;-65;-65;-65;-65;-62;-61;-61;-61;-61;-60;-62;-62;-60;-60;-60;-60;-59;-59;-59;-59;-60;-60;-60;-60;-61;-61;-61;-61;-61;-61;-61;-62;-61;-61;-60;-60;-60;-60;-60;-60;-62;-62;-59;-60;-60;-60;-60;-59;-59;-60;-60;-60;-60;-59;-59;-59;-60;-60;-60;-60;-59;-60;-60;-60;-63;-63;-63;-63;-63;-63;-64;-61;-61;-60;-60;-61;-61;-61
163;50;30;AP1;-54;-55;-55;-57;-54;-54;-54;-54;-54;-55;-55;-54;-54;-54;-54;-54;-57;-57;-58;-56;-56;-56;-57;-56;-56;-56;-54;-54;-55;-55;-55;-55;-58;-53;-54;-54;-54;-54;-54;-55;-55;-55;-54;-54;-55;-55;-54;-54;-54;-54;-54;-54;-55;-56;-53;-53;-54;-54;-53;-53;-53;-53;-55;-55;-53;-53;-53;-52;-52;-52;-52;-53;-53;-53;-53;-53;-53;-53;-53;-53;-52;-52;-53;-53;-58;-58;-56;-56;-57;-57;-56;-56;-57;-57;-57;-54;-53;-53;-53;-54
163;50;30;AP2;-64;-64;-65;-65;-66;-66;-64;-64;-67;-64;-66;-67;-67;-67;-67;-67;-67;-67;-67;-70;-70;-68;-68;-68;-68;-68;-68;-67;-67;-68;-68;-68;-68;-66;-66;-66;-65;-65;-65;-64;-64;-65;-65;-66;-66;-66;-66;-68;-68;-66;-66;-65;-65;-69;-69;-66;-66;-64;-64;-66;-66;-66;-68;-66;-66;-65;-65;-64;-64;-64;-65;-66;-64;-64;-66;-65;-65;-66;-65;-65;-65;-70;-70;-64;-64;-64;-68;-68;-68;-68;-69;-68;-68;-68;-4,31;-65;-65;-65;-67;-66
164;70;30;AP0;-59;-58;-58;-56;-58;-57;-57;-57;-60;-60;-58;-61;-59;-59;-58;-58;-58;-59;-59;-59;-59;-59;-59;-59;-59;-59;-62;-62;-61;-61;-60;-61;-60;-60;-58;-58;-58;-60;-58;-59;-58;-61;-59;-60;-60;-59;-63;-61;-61;-61;-60;-58;-58;-58;-58;-58;-61;-61;-60;-60;-60;-60;-58;-58;-57;-57;-60;-59;-58;-58;-58;-57;-57;-58;-58;-58;-58;-60;-60;-58;-57;-57;-58;-58;-58;-58;-58;-56;-59;-59;-59;-59;-61;-62;-60;-60;-59;-60;-61;-58
164;70;30;AP1;-68;-65;-65;-64;-64;-64;-64;-61;-65;-65;-65;-65;-64;-64;-64;-64;-62;-62;-62;-66;-66;-65;-65;-64;-64;-64;-62;-62;-62;-65;-63;-67;-66;-65;-65;-65;-65;-65;-65;-65;-63;-67;-64;-64;-64;-63;-67;-67;-67;-66;-66;-66;-66;-62;-63;-61;-66;-64;-65;-65;-65;-62;-63;-63;-63;-63;-64;-63;-63;-63;-63;-62;-62;-62;-62;-63;-63;-65;-65;-65;-65;-65;-62;-62;-63;-63;-63;-63;-63;-63;-61;-61;-65;-65;-66;-66;-63;-64;-64;-64
164;70;30;AP2;-71;-71;-71;-72;-72;-72;-69;-71;-71;-71;-71;-71;-71;-71;-69;-69;-69;-69;-69;-72;-72;-68;-68;-68;-70;-70;-68;-68;-71;-71;-71;-71;-71;-71;-67;-67;-67;-67;-67;-67;-67;-67;-71;-70;-70;-72;-72;-69;-69;-69;-69;-69;-70;-73;-73;-68;-68;-68;-68;-68;-65;-65;-63;-69;-69;-73;-73;-71;-71;-71;-71;-71;-71;-72;-71;-71;-71;-67;-69;-69;-69;-69;-69;-66;-66;-68;-68;-68;-68;-68;-68;-68;-68;-68;-68;-73;-73;-70;-70;-68
165;90;30;AP0;-51;-51;-52;-52;-51;-51;-52;-53;-53;-51;-51;-51;-50;-50;-51;-48;-47;-47;-51;-50;-50;-51;-51;-51;-50;-52;-52;-52;-51;-52;-52;-52;-52;-50;-51;-51;-52;-52;-52;-52;-52;-52;-54;-54;-54;-54;-51;-51;-51;-51;-54;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-50;-50;-50;-53;-53;-53;-53;-53;-52;-53;-53;-53;-54;-54;-54;-54;-50;-50;-49;-49;-50;-50;-49;-50;-50;-50;-49;-50;-50;-50;-50;-50;-50;-50;-50;-50
165;90;30;AP1;-56;-56;-55;-55;-57;-57;-56;-58;-58;-57;-57;-57;-57;-57;-57;-53;-53;-53;-56;-56;-56;-57;-57;-57;-57;-56;-56;-56;-56;-56;-56;-56;-56;-56;-58;-58;-56;-57;-56;-56;-56;-56;-58;-59;-58;-58;-58;-56;-56;-56;-59;-56;-56;-56;-57;-57;-57;-56;-56;-56;-56;-56;-56;-57;-57;-56;-56;-56;-58;-57;-57;-57;-57;-58;-58;-58;-57;-57;-56;-55;-55;-54;-54;-55;-56;-56;-56;-55;-55;-55;-57;-55;-56;-56;-55;-56;-55;-55;-56;-58
165;90;30;AP2;-62;-65;-67;-67;-65;-65;-67;-67;-71;-67;-68;-68;-67;-66;-64;-64;-64;-64;-64;-66;-67;-67;-67;-67;-67;-67;-67;-65;-65;-66;-66;-66;-61;-61;-66;-66;-65;-66;-66;-67;-67;-67;-67;-69;-69;-68;-67;-68;-67;-67;-70;-70;-68;-67;-67;-67;-66;-66;-66;-66;-66;-66;-66;-63;-67;-67;-68;-68;-68;-68;-67;-67;-70;-68;-67;-67;-68;-67;-67;-67;-67;-65;-65;-66;-66;-66;-66;-61;-63;-61;-61;-63;-64;-64;-64;-64;-64;-62;-63;-66
166;110;30;AP0;-66;-66;-66;-66;-66;-66;-63;-63;-63;-63;-63;-63;-63;-61;-62;-63;-63;-63;-63;-60;-63;-63;-63;-63;-65;-63;-63;-63;-63;-63;-64;-65;-65;-65;-65;-68;-65;-65;-65;-65;-65;-63;-63;-63;-64;-64;-64;-64;-64;-64;-64;-64;-64;-63;-65;-63;-63;-63;-64;-64;-64;-64;-64;-64;-64;-64;-66;-66;-66;-66;-66;-66;-65;-65;-65;-65;-65;-65;-65;-64;-64;-65;-65;-65;-67;-67;-66;-66;-66;-66;-66;-66;-66;-66;-66;-65;-65;-65;-65;-65
166;110;30;AP1;-60;-60;-58;-58;-57;-57;-57;-57;-59;-59;-57;-57;-57;-58;-58;-57;-57;-57;-58;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-59;-58;-57;-57;-57;-60;-60;-60;-59;-59;-58;-58;-58;-58;-57;-57;-57;-57;-57;-57;-56;-56;-57;-57;-56;-58;-58;-58;-58;-56;-56;-56;-56;-57;-58;-58;-58;-61;-61;-61;-61;-61;-61;-58;-58;-58;-58;-59;-59;-57;-58;-58;-58;-58;-57;-57;-57;-59;-60;-60;-60;-60;-61;-61;-63;-63;-60;-60;-62;-62;-60
166;110;30;AP2;-64;-62;-61;-60;-60;-61;-61;-61;-61;-63;-63;-62;-62;-61;-61;-60;-60;-62;-62;-62;-62;-60;-62;-61;-60;-60;-60;-61;-62;-62;-63;-62;-62;-60;-63;-63;-60;-61;-60;-63;-63;-62;-63;-63;-64;-64;-63;-63;-61;-61;-60;-61;-60;-60;-62;-61;-61;-61;-61;-59;-59;-59;-60;-60;-60;-62;-62;-64;-63;-63;-63;-63;-63;-63;-63;-61;-61;-61;-60;-60;-60;-61;-60;-60;-60;-60;-60;-64;-64;-62;-62;-64;-64;-66;-65;-65;-64;-64;-62;-62
167;130;30;AP0;-52;-52;-52;-53;-54;-53;-53;-54;-53;-53;-52;-52;-52;-52;-52;-54;-53;-53;-53;-55;-54;-52;-52;-53;-53;-54;-54;-57;-57;-57;-56;-55;-55;-56;-56;-55;-54;-54;-55;-55;-55;-53;-53;-52;-52;-54;-52;-56;-56;-57;-57;-57;-57;-58;-58;-58;-54;-53;-53;-53;-53;-53;-53;-55;-55;-53;-54;-54;-54;-54;-55;-54;-54;-55;-55;-55;-54;-54;-54;-57;-57;-50;-50;-53;-53;-52;-53;-53;-53;-55;-55;-57;-57;-57;-56;-57;-55;-55;-56;-56
167;130;30;AP1;-68;-68;-68;-75;-75;-73;-73;-73;-67;-67;-73;-73;-66;-66;-66;-67;-68;-71;-71;-70;-72;-72;-72;-72;-69;-69;-69;-69;-76;-76;-76;-68;-68;-68;-68;-71;-69;-69;-69;-69;-69;-73;-73;-73;-73;-67;-67;-67;-67;-67;-67;-75;-74;-74;-74;-69;-69;-68;-68;-68;-69;-70;-70;-68;-68;-71;-71;-71;-71;-71;-71;-70;-70;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-65;-65;-65;-70;-68;-68;-72;-72;-72;-72;-74;-74;-74;-74;-74;-74;-74
167;130;30;AP2;-53;-53;-50;-50;-52;-53;-53;-52;-50;-50;-52;-52;-52;-52;-52;-51;-51;-52;-52;-52;-52;-52;-51;-51;-52;-55;-55;-55;-55;-55;-55;-55;-56;-55;-54;-54;-54;-82;-53;-53;-52;-52;-52;-52;-52;-52;-54;-54;-55;-55;-56;-56;-56;-56;-55;-55;-55;-55;-54;-52;-52;-52;-52;-53;-54;-54;-54;-54;-54;-54;-53;-53;-53;-53;-54;-54;-53;-55;-55;-56;-48;-55;-55;-55;-53;-53;-53;-53;-55;-56;-55;-55;-55;-56;-55;-55;-55;-55;-56;-56
168;150;30;AP0;-59;-59;-60;-59;-59;-56;-56;-55;-55;-57;-57;-56;-56;-56;-59;-57;-57;-57;-56;-56;-56;-57;-57;-54;-54;-56;-56;-56;-58;-59;-60;-58;-58;-58;-58;-58;-58;-58;-60;-57;-57;-56;-56;-56;-56;-58;-59;-57;-57;-57;-58;-58;-61;-61;-64;-63;-59;-60;-60;-60;-61;-61;-63;-62;-62;-61;-56;-56;-58;-58;-58;-58;-58;-57;-57;-57;-58;-58;-59;-59;-60;-60;-59;-59;-58;-58;-58;-63;-63;-63;-62;-62;-62;-61;-59;-59;-61;-62;-62;-62
168;150;30;AP1;-58;-57;-61;-60;-60;-62;-62;-62;-62;-61;-61;-63;-63;-63;-59;-60;-60;-60;-64;-64;-62;-62;-62;-60;-60;-60;-60;-62;-62;-65;-65;-64;-64;-61;-61;-61;-63;-63;-62;-61;-60;-60;-60;-60;-62;-62;-62;-62;-62;-62;-60;-60;-59;-60;-61;-61;-62;-63;-63;-63;-62;-62;-62;-62;-63;-61;-65;-65;-64;-64;-64;-64;-64;-64;-65;-65;-65;-64;-57;-57;-59;-59;-62;-62;-61;-61;-76;-76;-76;-63;-63;-62;-62;-60;-61;-61;-65;-64;-64;-64
168;150;30;AP2;-52;-52;-52;-52;-52;-52;-53;-53;-53;-53;-54;-54;-53;-53;-53;-53;-53;-53;-53;-54;-52;-52;-54;-53;-53;-53;-53;-52;-56;-56;-55;-55;-55;-55;-55;-55;-55;-56;-56;-56;-56;-56;-59;-59;-60;-60;-59;-59;-57;-57;-57;-57;-58;-58;-58;-56;-58;-57;-58;-58;-59;-58;-58;-59;-59;-58;-58;-58;-55;-54;-54;-54;-54;-53;-53;-55;-55;-55;-55;-55;-55;-54;-54;-55;-54;-54;-53;-53;-54;-54;-55;-53;-53;-53;-53;-56;-57;-57;-56;-56
169;170;30;AP0;-65;-67;-64;-63;-63;-63;-59;-63;-63;-60;-57;-57;-59;-63;-63;-61;-61;-61;-64;-64;-64;-63;-63;-63;-62;-62;-62;-60;-64;-64;-63;-62;-61;-61;-61;-61;-61;-61;-61;-61;-62;-62;-62;-62;-65;-65;-65;-65;-67;-63;-63;-63;-63;-67;-67;-67;-68;-68;-68;-68;-68;-66;-66;-63;-63;-64;-64;-64;-64;-64;-64;-64;-66;-66;-67;-65;-63;-63;-61;-66;-65;-65;-66;-66;-64;-64;-64;-64;-62;-62;-61;-61;-61;-61;-62;-62;-60;-60;-59;-59
